"rt","responses","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject_id","view_history","key_press","rt_stim1","answer","correct","stimulus_1","stimulus_2","key_press_stim1","environment"
"1083","","same-different","8","16","192830","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","926","same","true","The star is above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","74","real"
"3119","","same-different","9","17","199995","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","2186","different","true","The star is above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/star.png""></img>","72","real"
"3838","","same-different","10","18","207508","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","1818","different","true","The square is below the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","74","real"
"3148","","same-different","11","19","214541","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","78","2117","different","true","The square is below the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","74","real"
"3216","","same-different","12","20","222173","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","2466","same","true","The plus is not below the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","74","real"
"1568","","same-different","13","21","226965","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","1374","same","true","The star is below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/star.png""></img>","72","real"
"1952","","same-different","14","22","231633","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","915","same","true","The star is above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","72","real"
"2965","","same-different","15","23","238057","0-0","9bf1d07a-06ee-481c-a8fc-df5f707b2863","","67","1725","same","true","The plus is not below the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","72","real"
"142487","{""What is your age? (numeric)"":""21"",""What is your gender? (\""Male\""/\""Female\"")"":""Female""}","survey-text","0","0","142500","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","","","","","","","",""
"30041","","instructions","0","1","173548","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","[{""page_index"":0,""viewing_time"":30039}]","","","","","","","",""
"3609","","text","0","2","178270","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","32","","","","","","",""
"1826","","same-different","0","3","190150","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","8373","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","demo"
"2177","","same-different","1","4","197293","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","3164","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","demo"
"1267","","same-different","2","5","202997","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","2677","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","demo"
"5601","","same-different","3","6","212669","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","2413","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","demo"
"2232","","text","0","7","216062","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","32","","","","","","",""
"1402","","same-different","0","8","221093","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","1950","different","true","The circle is above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1129","","same-different","1","9","225645","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","1719","same","true","The circle is below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1555","","same-different","2","10","233704","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","4798","same","true","The square is not below the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"2603","","same-different","3","11","241220","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","3193","different","true","The circle is not below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1220","","same-different","4","12","246005","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","1837","different","false","The star is not above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1051","","same-different","5","13","250125","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","1350","same","true","The star is above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"3259","","same-different","6","14","262260","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","7215","same","false","The circle is not above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2697","","same-different","7","15","268332","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","1606","same","true","The circle is not above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2569","","same-different","8","16","274980","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","2334","different","true","The circle is above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"3643","","same-different","9","17","282100","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","1629","different","true","The plus is below the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"3162","","same-different","10","18","294693","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","7614","same","true","The square is not below the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1721","","same-different","11","19","300508","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","2275","different","true","The circle is not below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"5035","","same-different","12","20","309729","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","2308","different","true","The plus is below the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"2523","","same-different","13","21","323411","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","9447","same","true","The circle is below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"3299","","same-different","14","22","332236","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","78","3581","different","true","The star is not above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"2324","","same-different","15","23","340891","0-0","a31fda75-0f09-4e94-8dc7-4b958ab01f5d","","67","4445","same","true","The star is above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"77688","{""What is your age? (numeric)"":""50"",""What is your gender? (\""Male\""/\""Female\"")"":""male""}","survey-text","0","0","77701","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","","","","","","","",""
"89664","","instructions","0","1","168372","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","[{""page_index"":0,""viewing_time"":89662}]","","","","","","","",""
"10799","","text","0","2","180315","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","88","","","","","","",""
"2744","","same-different","0","3","207426","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","22609","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","88","demo"
"2315","","same-different","1","4","218647","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","7221","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","demo"
"1742","","same-different","2","5","229356","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","7320","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","demo"
"2615","","same-different","3","6","241960","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","8308","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","demo"
"13889","","text","0","7","256920","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","32","","","","","","",""
"2144","","same-different","0","8","265434","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","4533","different","true","The star is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1935","","same-different","1","9","275758","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","6190","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"1474","","same-different","2","10","287258","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","8377","same","true","The star is not below the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1581","","same-different","3","11","294991","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","4505","same","true","The star is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1721","","same-different","4","12","313640","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","15246","different","true","The star is not above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1142","","same-different","5","13","323154","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","6728","same","true","The star is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1496","","same-different","6","14","335187","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","8857","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"1380","","same-different","7","15","345036","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","6823","same","true","The star is not below the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1748","","same-different","8","16","353515","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","5041","different","true","The star is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1903","","same-different","9","17","369255","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","12261","different","true","The star is not above the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1719","","same-different","10","18","382728","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","10003","same","true","The circle is below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1355","","same-different","11","19","388567","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","2765","different","true","The plus is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1597","","same-different","12","20","395008","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","78","3195","different","true","The plus is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"2433","","same-different","13","21","402577","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","3453","same","true","The star is above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2207","","same-different","14","22","411312","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","4859","same","true","The star is above the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1669","","same-different","15","23","418139","0-0","c5656654-ba45-4d66-8908-c90ef76aaa63","","67","3491","same","true","The circle is below the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"61181","{""What is your age? (numeric)"":""null"",""What is your gender? (\""Male\""/\""Female\"")"":""null""}","survey-text","0","0","61210","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","","","","","","","",""
"11514","","instructions","0","1","73779","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","[{""page_index"":0,""viewing_time"":11511}]","","","","","","","",""
"3254","","text","0","2","78154","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","","","","","","",""
"3466","","same-different","0","3","87741","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","4324","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","67","demo"
"13031","","same-different","1","4","111661","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","4261","different","false","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","91","demo"
"670","","same-different","2","5","145598","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","31524","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","67","demo"
"39","","same-different","3","6","148287","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","885","different","false","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","67","demo"
"166","","text","0","7","149543","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","","","","","","",""
"98","","same-different","0","8","151934","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","619","different","false","The plus is below the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"8","","same-different","1","9","154294","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","662","same","true","The square is below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"42","","same-different","2","10","156711","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","734","different","false","The circle is not above the star.","<img src=""img/circle.png""></img><br><br><br><img src=""img/star.png""></img>","67","real"
"51","","same-different","3","11","158487","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","77","same","true","The square is not below the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","67","real"
"64","","same-different","4","12","160343","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","138","different","false","The plus is below the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"33","","same-different","5","13","162047","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","36","same","true","The circle is not above the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","67","real"
"3","","same-different","6","14","163767","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","59","different","false","The plus is not below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","67","real"
"160","","same-different","7","15","165639","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","12","same","true","The square is not below the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","67","real"
"335","","same-different","8","16","167719","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","69","different","false","The plus is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","67","real"
"2096","","same-different","9","17","186336","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","94","same","true","The circle is not above the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","17","real"
"38","","same-different","10","18","188480","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","339","same","true","The circle is above the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"210","","same-different","11","19","190544","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","172","different","false","The plus is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","67","real"
"77","","same-different","12","20","192416","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","117","different","false","The plus is not below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","67","real"
"322","","same-different","13","21","194472","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","29","different","false","The circle is not above the star.","<img src=""img/circle.png""></img><br><br><br><img src=""img/star.png""></img>","67","real"
"438","","same-different","14","22","196817","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","173","same","true","The circle is above the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"1154","","same-different","15","23","200136","0-0","cc63acf7-7b56-4b5c-91f2-b818547be6fa","","67","458","same","true","The square is below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"17267","{""What is your age? (numeric)"":""50"",""What is your gender? (\""Male\""/\""Female\"")"":""Female""}","survey-text","0","0","17290","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","","","","","","","",""
"83744","","instructions","0","1","102044","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","[{""page_index"":0,""viewing_time"":83742}]","","","","","","","",""
"10918","","text","0","2","114054","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","75","","","","","","",""
"4213","","same-different","0","3","132271","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","12278","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","76","demo"
"2636","","same-different","1","4","144961","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","8331","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","75","demo"
"3230","","same-different","2","5","155191","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","5347","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","75","demo"
"2296","","same-different","3","6","166456","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","7255","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","68","demo"
"2407","","text","0","7","169959","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","68","","","","","","",""
"4292","","same-different","0","8","181936","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","5970","same","true","The star is not below the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","68","real"
"4083","","same-different","1","9","194557","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","6869","same","true","The circle is below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","68","real"
"7127","","same-different","2","10","212168","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","8752","same","true","The plus is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","68","real"
"6512","","same-different","3","11","225935","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","5551","different","true","The circle is below the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","68","real"
"5172","","same-different","4","12","240158","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","7340","different","true","The star is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","68","real"
"3343","","same-different","5","13","253682","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","8459","different","true","The square is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","68","real"
"1830","","same-different","6","14","260953","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","3714","different","true","The circle is below the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","72","real"
"4302","","same-different","7","15","272560","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","5618","same","true","The star is not below the circle.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","74","real"
"2300","","same-different","8","16","278839","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","2323","same","true","The plus is above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","72","real"
"3361","","same-different","9","17","286997","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","3137","different","true","The square is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","67","real"
"1684","","same-different","10","18","293256","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","2896","same","true","The plus is above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","70","real"
"5308","","same-different","11","19","303386","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","3130","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","70","real"
"3738","","same-different","12","20","313392","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","4579","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","72","real"
"1727","","same-different","13","21","320295","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","3463","same","true","The circle is below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","72","real"
"5054","","same-different","14","22","330856","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","78","3838","different","true","The star is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","72","real"
"3762","","same-different","15","23","341725","0-0","d3ec717a-1368-4f54-98c5-bfe64bbf547a","","67","5408","same","true","The plus is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","72","real"
"9607","{""What is your age? (numeric)"":""30"",""What is your gender? (\""Male\""/\""Female\"")"":""male""}","survey-text","0","0","9620","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","","","","","","","",""
"87096","","instructions","0","1","97719","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","[{""page_index"":0,""viewing_time"":87092}]","","","","","","","",""
"6106","","text","0","2","104920","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","","","","","","",""
"11499","","same-different","0","3","129827","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","11681","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","demo"
"4318","","same-different","1","4","139010","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","3123","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","demo"
"5695","","same-different","2","5","154816","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","8411","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","demo"
"4460","","same-different","3","6","168810","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","7831","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","32","demo"
"9390","","text","0","7","179283","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","32","","","","","","",""
"2104","","same-different","0","8","185367","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","2303","different","true","The square is below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"3020","","same-different","1","9","199365","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","9249","same","true","The plus is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"2704","","same-different","2","10","206096","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","2301","different","true","The plus is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1536","","same-different","3","11","213054","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","3721","same","true","The star is above the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"3169","","same-different","4","12","219789","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","1853","same","true","The star is above the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"2130","","same-different","5","13","225744","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","2107","different","true","The square is below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2042","","same-different","6","14","233031","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","3555","different","true","The plus is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"4597","","same-different","7","15","245437","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","6106","same","true","The plus is not below the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"2992","","same-different","8","16","252748","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","2641","different","true","The square is not below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"7835","","same-different","9","17","264819","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","2544","different","true","The circle is not above the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"4126","","same-different","10","18","274703","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","4072","same","true","The plus is not above the square.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1524","","same-different","11","19","279980","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","2042","same","true","The square is below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"1846","","same-different","12","20","285878","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","2380","different","true","The circle is not above the square.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"2669","","same-different","13","21","293110","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","2833","same","true","The plus is not below the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"5176","","same-different","14","22","303397","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","78","3407","different","true","The square is not below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"3133","","same-different","15","23","311176","0-0","d9dd5f51-894f-46bc-b94e-801f7e2ec022","","67","2914","same","true","The square is below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"8203","{""What is your age? (numeric)"":""20"",""What is your gender? (\""Male\""/\""Female\"")"":""female""}","survey-text","0","0","8219","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","","","","","","","",""
"29258","","instructions","0","1","38492","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","[{""page_index"":0,""viewing_time"":29256}]","","","","","","","",""
"2540","","text","0","2","42163","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","40","","","","","","",""
"2570","","same-different","0","3","53465","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","6907","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","40","demo"
"2172","","same-different","1","4","62819","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","5368","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","40","demo"
"2626","","same-different","2","5","73192","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","5979","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","32","demo"
"1376","","same-different","3","6","82625","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","6329","different","true","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","78","demo"
"1658","","text","0","7","85452","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","32","","","","","","",""
"3297","","same-different","0","8","92186","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","1594","same","true","The square is below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
